Country Name,Country Code,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
Arab World,ARB,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Adjusted net enrolment rate, lower secondary, gender parity index (GPI)",UIS.NERA.2.GPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,54.82212067,54.89413834,56.20943832,57.26710892,57.99113846,59.36553955,60.99996185,61.9226799,62.69342041,64.38318634,65.61776733,66.08515167,66.60813904,67.29045105,68.51009369,69.03321075,69.94490814,71.04187012,71.69377899,71.69909668,71.99581909,72.60283661,70.03272247,70.46482086,72.64568329,71.81175995,73.90351105,74.42520142,75.11081696,76.25431824,77.24568176,78.80052185,80.05139923,80.8053894,81.60706329,82.48948669,82.68550873,83.2803421,84.01187134,84.195961,85.21199799,85.24514008,86.10166931,85.51194,85.32015228,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,43.35110092,43.31814957,44.64070129,45.84571838,46.44950104,48.3638916,50.04618835,51.24528122,52.24232101,54.75437164,56.4867897,57.31465912,58.22605133,59.28923035,60.74818039,61.52087021,62.73495102,64.11588287,65.09966278,65.1292038,65.82749176,66.79702759,63.26042938,63.97211075,67.03304291,65.76155853,68.78079987,69.2670517,70.43538666,72.04728699,73.27561951,75.13298035,76.64102173,77.65357971,78.48539734,79.47576904,79.60832977,80.58242035,81.47380066,81.69568634,82.8716507,82.86138916,84.40141296,83.91403198,83.8208313,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Adjusted net enrolment rate, primary, gender parity index (GPI)",UIS.NERA.1.GPI,0.658569992,0.656400025,0.663290024,0.672039986,0.672609985,0.691760004,0.69994998,0.71013999,0.718429983,0.743740022,0.759440005,0.769249976,0.77986002,0.790709972,0.799610019,0.806770027,0.816060007,0.825129986,0.834190011,0.83476001,0.844659984,0.85431999,0.826489985,0.834079981,0.859089971,0.847310007,0.872659981,0.872690022,0.884940028,0.897369981,0.904060006,0.912750006,0.91979003,0.926299989,0.927680016,0.930840015,0.929620028,0.938459992,0.942499995,0.943470001,0.947619975,0.946699977,0.962080002,0.96408999,0.966199994,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,65.82623291,65.99358368,67.30185699,68.21907806,69.05901337,69.91455078,71.49951172,72.1620636,72.71768951,73.61997223,74.37998199,74.50713348,74.66262817,74.98182678,75.97254181,76.25549316,76.87505341,77.70385742,78.03936768,78.02188873,77.93385315,78.18749237,76.54109955,76.69741821,78.02812958,77.61190033,78.81748962,79.37203979,79.59353638,80.28752899,81.05136871,82.31504822,83.32405853,83.83222961,84.60439301,85.38028717,85.63507843,85.86669159,86.44413757,86.59069061,87.45258331,87.52651978,87.7281723,87.03987885,86.75338745,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
